"Project ID","Title Project","Short Descr Project","Project Starts","Project Ends","Level of Impact","ISO CODE","Loc of Impact","Loc Info","% Aim 1: Right to Sustainable Livelihoods","% Aim 2: Right to Essential services","% Aim 3: Right to Life and Security","% Aim 4: Right to be heard","% Aim 5: Right to Equity"," Expenditure prior to 2010/11","Expenditure in 2010/11"," Revised Budget  in current and future years (£) ","Total Value all years (£)"
"BRAB39","Racial Equality in Urban Areas - PPEC Brazil","The ""Project Racial Equality in Urban Areas"" is a key strategy for achieving the impact  expected by the PIP P00698. Its main objective is to stimulate innovative ideas to generate greater social awareness of racial inequalities in urban areas, crossing to the gender dimension. It will support initiatives that promote the rights of african-Brazilian populations to be heard in order to disseminate their views, analysis, proposals and demands. The project will support the strengthening of leadership in advocacy's organizations of these segments and stimulate the formation of coalitions with other political actors of the urban question.","1-Sep-10 ","31-Dec-11 ","Country","BR","Brazil",-0,-0,-0,-0,40,60,-0," 85,885 ",-0," 85,885 "
"BRAB40","Women and the Right to the City - PPEC Brazil","The project ""Women and the Right to the City"" is a fundamental part of the approach proposed by the Program for Promotion of Equality in Cities. It aims to put poor urban women as a core of their activities, especially as agents and beneficiaries of the actions of Advocacy and Campaigns work. The main objectives of project are: a) To promote greater understanding and learning about the impacts of urban inequalities in the lives of poor women and their autonomy and political participation and b) To support partners of Oxfam GB on building an agenda focused on women and their right to the city.","1-Jul-10 ","31-Dec-11 ","Country","BR","Brazil",-0,-0,-0,-0,10,90,-0," 48,496 ",-0," 48,496 "
"BRAB41","Right to City: a focus on Adaptation/Disaster Risk Reduction in Brazil","Oxfam aims to define and implement a humanitarian advocacy and DRR/ ARR project in its Program for Promotion of Equality in Cities (PPEC) P00698. Initially the project will involve a limited number of partners and communities at risky urban areas occupied by poor and vulnerable families. The main outcome will be the increase of humanitarian skills / abilities of Brazilian civil society organisations to influence the Brazilian government, making it more operational and present in relation to the impacts of disasters that hit the poorest Brazilian people, incorporating effective Adaptation and Disaster Risk Reduction approaches in policies.","1-Jul-10 ","30-Jun-11 ","Country","BR","Brazil",-0,-0,-0,50,50,-0,-0," 95,081 ",-0," 95,081 "
"BRAB42","Brazil and the G-20","To develop a study to systematize and deepen the discussions of G-20 amongst social movements’ and NGO’s activists and to help the involved sectors in taking positions on the discussions. The central idea is to carry out this study as a REBRIP´s working document.  REBRIP is a Brazilian Network for the Integration of Peoples._x000D_
_x000D_
This project aims to allocate the contribution from Oxfam Netherlands in a total of USD 11,000_x000D_
The G-20 research total budget of USD 22,000 will be co-funded by OGB and ONL with 50% from each one. OGB's contribuition was allocated in the project CADA33","27-Oct-10 ","28-Feb-11 ","Country","BR","Brazil",-0,75,25,-0,-0,-0,-0," 8,829 ",-0," 8,829 "
"CHDA47","Coordination of Humanitarian Assistance to conflict-affected persons in Chad","Oxfam GB has been working in Eastern Chad since 2004 when the initial refugee influx arrived from the Darfur region of Sudan. To date we have been involved in the setting up of the water, sanitation and public health promotion services and activities with all crosscutting strategies (advocacy, protection, coordination of INGO work,...) in 9 out of the 12 existing refugee camps, IDP sites and host communities. This project is developed to capture 90%of the costs of the Abéché and N’djamena support office. It should be considered as an integral part of all other projects which are part of the overall PIP for Eastern Chad. SCO 3.1","1-Jan-10 ","31-Mar-12 ","Country","TD","Chad"," IDP camps and surrounding host communities of Eastern Chad ",-0,-0,90,-0,10,-0," 790,280 ",-0," 790,280 "
"CHDA49","Consolidation of Public Health assistance to IDPs in Goz Beida & Kerfi","The project aims to sustain the life & health of 55,000 -60,000 displaced people by ensuring sustainable supply of clean water, adequate sanitation and hygiene practices. This project consolidates previous public health interventions in these sites by moving to autonomisation of the IDP communities. The project budget is approximately £963k, which will be spent on construction of boreholes with footpumps, operation of motorised pumped water systems until these are phased out, construction and replacement of household latrines, hygiene promotion, training of community WASH committees. The project is under SCO 3.1","1-Jan-10 ","31-Mar-11 ","Country","TD","Chad","Goz Beida and Kerfi",-0,50,40,-0,10,-0," 998,102 ",-0," 998,102 "
"CHDA50","Emergency Food Security & Livelihoods for Vulnerable Populations in Chad","The project is aiming to support the livelihood and agriculture activities of conflict-affected population in East and North west of Chad. This project will combine the reinforcement of the existing public health interventions with Emergency Food Security & Livelihoods activities (food & inputs distribution, livestock, cash programming) for people affected by the cyclic harvests. This poor rainfall is cyclic in Chad and needs to be taken care of. In addition to the EFSL activities, the project will work with other Sahel countries hard hid by this phenomenon to advocate for lasting solutions on the harvests. The project is under SCO 3.1.","1-Jan-10 ","31-Mar-12 ","Country","TD","Chad","Kanem province, Sila/Ouaddai/Wadi Fira, and Bahr-el-Ghazal regions",10,-0,90,-0,-0,-0," 795,263 ",-0," 795,263 "
"CHIA72","Increasing women’s political participation in Chile and South America","This project is part of P00562. Key changes it aims to bring about are increasing women’s political participation, the priority given to issues that affect women, and beliefs held about women’s participation. Beneficiaries are women candidates to elections, women and men elected representatives, women’s organisations, women domestic workers, the general population in Chile and South America. Activities to be carried out by this project are: advocacy, lobby, research, surveys, monitoring, capacity building, alliance building. The project will be coordinated by OGB and implemented by partners Humanas and Articulación Feminista MARCOSUR.","18-Aug-08 ","31-Mar-13 ","Region",998,"LAC"," Chile and South America ",-0,-0,-0,35,65," 90,515 "," 106,014 "," 111,481 "," 308,009 "
"COLA86","Learning and monitoring of the Economic Alternatives Programme in Colombia","This project is designed to carry out three main strategies: a) the system of monitoring and evaluation that will be focused on learning from the results achieved through the implementation of the project and will use participatory techniques involving the beneficiaries as well as external consultants; b) the project will provide additional support to the existing program in the Central Region as well as costs for the program in the South-West (traveling) and the learning activities needed to develop the PIP (meetings with partners, allies and experts, etc.); c) conducting research that requires the development of the programme.","1-May-06 ","31-Mar-11 ","Country","CO","Colombia"," Central and South west regions ",90,-0,-0,-0,10," 182,221 "," 119,304 ",-0," 301,526 "
"COLA88","Access to markets and participation in public policies in the central region","The project seeks to ensure fairer commercial links between rural producers in the central region of Colombia and consumers in Bogota. This will be achieved through a) the organisation of small producers' marketing committees and creation of direct linkages between farmers and buyers in the city and b) advocacy activities with the Bogotá Mayor´s Office and 20 Local Authorities to incorporate the rural economy as a central component in a sustainable food security policy for the city and rural development policy.","1-May-06 ","31-Mar-11 ","Country","CO","Colombia","Departamentos: Boyacá, Cundinamarca y Tolima",30,-0,-0,20,50," 103,841 "," 129,995 ",-0," 231,151 "
"COLB17","Improving the access to local and regional markets from peasant farmers in Cauca","This project is focused on strengthening the market access of small rural producers in order  to sell their products directly to final consumers. The productive initiatives of small farmers will be strengthened, supporting their marketing, accounting and administration capabilities.","18-Feb-08 ","31-Dec-11 ","Country","CO","Colombia","Sur del Cauca y Norte de Nariño, Suroocidente de Colombia",60,-0,-0,-0,40," 72,623 "," 31,210 ",-0," 103,833 "
